,cut,color,clarity,carat,depth,table,x,y,z,price
377,Fair,F,I1,1.2,64.6,56,6.73,6.66,4.33,2809
378,Very Good,F,VS1,0.7,61.8,56,5.63,5.7,3.5,2810
379,Very Good,F,VS1,0.7,59.9,60,5.77,5.84,3.48,2810
380,Ideal,D,SI2,0.74,61.7,55,5.81,5.85,3.6,2810
381,Good,F,VS1,0.7,62.8,61,5.57,5.61,3.51,2810
382,Good,G,SI1,0.8,62.7,57,5.84,5.93,3.69,2810
383,Very Good,F,SI1,0.75,63.4,58,5.72,5.76,3.64,2811
384,Very Good,D,SI1,0.83,63.5,54,5.98,5.95,3.79,2811
385,Fair,J,VS2,1,65.7,59,6.14,6.07,4.01,2811
386,Fair,I,SI2,0.99,68.1,56,6.21,6.06,4.18,2811
387,Very Good,G,VS1,0.7,63,60,5.57,5.64,3.53,2812
388,Very Good,F,VS2,0.7,59.5,58,5.75,5.85,3.45,2812
389,Good,E,SI1,0.7,63.5,59,5.49,5.53,3.5,2812
390,Very Good,F,VS2,0.7,61.7,58,5.63,5.69,3.49,2812
391,Premium,I,SI1,0.32,62.7,58,4.37,4.34,2.73,554
392,Premium,I,SI1,0.32,62.8,58,4.39,4.34,2.74,554
393,Ideal,I,SI1,0.32,62.4,57,4.37,4.35,2.72,554
394,Premium,I,SI1,0.32,61,59,4.39,4.36,2.67,554
395,Very Good,I,SI1,0.32,63.1,56,4.39,4.36,2.76,554
396,Ideal,I,SI1,0.32,60.7,57,4.47,4.42,2.7,554
397,Premium,H,SI1,0.3,60.9,59,4.31,4.29,2.62,554
398,Premium,H,SI1,0.3,60.1,55,4.41,4.38,2.64,554
399,Premium,H,SI1,0.3,62.9,58,4.28,4.24,2.68,554
400,Very Good,H,SI1,0.3,63.3,56,4.29,4.27,2.71,554
401,Good,H,SI1,0.3,63.8,55,4.26,4.2,2.7,554
402,Ideal,H,SI1,0.3,62.9,57,4.27,4.22,2.67,554
403,Very Good,H,SI1,0.3,63.4,60,4.25,4.23,2.69,554
404,Good,I,SI1,0.32,63.9,55,4.36,4.34,2.78,554
405,Ideal,H,SI2,0.33,61.4,56,4.85,4.79,2.95,554
406,Very Good,E,VS1,0.29,61.9,55,4.28,4.33,2.66,555
407,Very Good,E,VS1,0.29,62.4,55,4.2,4.25,2.63,555
408,Very Good,F,SI1,0.31,61.8,58,4.32,4.35,2.68,555
409,Ideal,H,VS2,0.34,61.5,56,4.47,4.5,2.76,555
410,Ideal,H,VS2,0.34,60.4,57,4.54,4.57,2.75,555
411,Ideal,I,VS1,0.34,61.8,55,4.48,4.52,2.78,555
412,Ideal,I,VS1,0.34,62,56,4.5,4.53,2.8,555
413,Ideal,G,VS1,0.3,62.3,56,4.29,4.31,2.68,555
414,Ideal,F,VS1,0.29,61.6,56,4.26,4.31,2.64,555
415,Ideal,G,SI1,0.35,60.6,56,4.56,4.58,2.77,555
416,Very Good,E,I1,0.43,58.4,62,4.94,5,2.9,555
417,Very Good,F,VS2,0.32,61.4,58,4.37,4.42,2.7,556
418,Ideal,I,VS2,0.36,61.9,56,4.54,4.57,2.82,556
419,Ideal,G,VS2,0.3,62,56,4.28,4.3,2.66,556
420,Ideal,E,VS1,0.26,61.5,57,4.09,4.12,2.52,556
421,Very Good,F,VS2,0.7,62.3,58,5.64,5.72,3.54,2812
422,Very Good,F,VS2,0.7,60.9,61,5.66,5.71,3.46,2812
423,Ideal,D,SI1,0.71,62.4,57,5.69,5.72,3.56,2812
424,Fair,J,SI1,0.99,55,61,6.72,6.67,3.68,2812
425,Premium,E,VS2,0.73,58.6,60,5.92,5.89,3.46,2812
426,Ideal,F,VVS1,0.51,62,57,5.15,5.11,3.18,2812
427,Premium,G,SI2,0.91,59.8,58,6.3,6.29,3.77,2813
428,Very Good,E,SI1,0.84,63.4,55,6,5.95,3.79,2813
429,Good,I,VS2,0.91,64.3,58,6.09,6.05,3.9,2813
430,Premium,E,SI1,0.76,62.2,59,5.86,5.81,3.63,2814
431,Ideal,E,SI1,0.76,61.7,57,5.88,5.85,3.62,2814
432,Premium,E,SI1,0.75,61.1,59,5.86,5.83,3.57,2814
433,Very Good,D,VVS1,0.55,61.5,56,5.23,5.27,3.23,2815
434,Very Good,F,SI2,0.76,58.5,62,5.93,6.01,3.49,2815
435,Premium,G,VS1,0.74,61.7,58,5.79,5.81,3.58,2815
436,Ideal,H,SI1,0.7,60.4,56,5.75,5.81,3.49,2815
437,Ideal,H,SI1,0.7,61.4,56,5.7,5.76,3.52,2815
438,Ideal,H,SI1,0.7,61.5,55,5.73,5.79,3.54,2815
439,Ideal,H,SI1,0.7,61.4,56,5.72,5.77,3.53,2815
440,Fair,J,VS2,0.9,65,56,6.08,6.04,3.94,2815
441,Fair,F,SI2,0.95,56,60,6.62,6.53,3.68,2815
442,Premium,H,SI2,0.89,60.2,59,6.26,6.23,3.76,2815
443,Premium,E,VS2,0.72,58.3,58,5.99,5.92,3.47,2815
444,Fair,E,SI2,0.96,53.1,63,6.73,6.65,3.55,2815
445,Premium,G,I1,1.02,60.3,58,6.55,6.5,3.94,2815
446,Very Good,I,VVS2,0.78,61.4,56,5.91,5.95,3.64,2816
447,Ideal,G,VVS2,0.61,60.1,57,5.52,5.54,3.32,2816
448,Good,D,VS1,0.71,63.4,55,5.61,5.69,3.58,2816
449,Premium,F,SI1,0.78,61.5,59,5.96,5.88,3.64,2816
450,Ideal,H,SI2,0.87,62.7,56,6.16,6.13,3.85,2816
451,Ideal,H,SI1,0.83,62.5,55,6.04,6,3.76,2816
452,Premium,E,SI1,0.71,61.3,56,5.78,5.73,3.53,2817
453,Ideal,I,VVS2,0.71,60.2,56,5.84,5.89,3.53,2817
454,Ideal,E,VS2,0.71,62.7,57,5.66,5.64,3.54,2817
455,Premium,E,VS2,0.71,62.3,58,5.69,5.65,3.53,2817
456,Ideal,F,VVS2,0.63,61.5,56,5.48,5.52,3.38,2817
457,Premium,E,SI1,0.71,59.2,59,5.86,5.83,3.46,2817
458,Premium,E,SI1,0.71,61.8,59,5.75,5.7,3.54,2817
459,Ideal,E,SI1,0.71,61.3,55,5.77,5.72,3.52,2817
460,Premium,E,SI1,0.71,61.4,58,5.77,5.73,3.53,2817
461,Ideal,J,VS2,0.9,62.8,55,6.2,6.16,3.88,2817
462,Good,E,SI1,0.71,62.8,64,5.6,5.54,3.5,2817
463,Premium,E,VS2,0.7,62.4,61,5.66,5.63,3.52,2818
464,Premium,E,VS2,0.7,59.3,60,5.78,5.73,3.41,2818
465,Premium,E,VS2,0.7,63,60,5.64,5.6,3.54,2818
466,Premium,H,I1,1,61.3,60,6.43,6.39,3.93,2818
467,Premium,F,SI2,0.86,59.3,62,6.36,6.22,3.73,2818
468,Ideal,H,SI1,0.8,61,57,6.07,6,3.68,2818
469,Ideal,E,VS1,0.7,62.9,57,5.66,5.61,3.54,2818
470,Premium,E,VS1,0.7,59.6,57,5.91,5.83,3.5,2818
471,Premium,F,VS2,0.7,61.8,60,5.69,5.64,3.5,2818
472,Premium,E,VS1,0.7,62.7,57,5.68,5.64,3.55,2818
473,Fair,H,SI2,1,65.3,62,6.34,6.12,4.08,2818
474,Very Good,G,VS1,0.72,63.8,58,5.64,5.68,3.61,2819
475,Ideal,H,VS1,0.72,62.3,56,5.73,5.77,3.58,2819
476,Good,F,VS1,0.7,59.7,63,5.76,5.79,3.45,2819
477,Good,F,SI2,0.86,64.3,60,5.97,5.95,3.83,2819
478,Ideal,G,VS1,0.71,62.9,58,5.66,5.69,3.57,2820
479,Ideal,E,SI1,0.75,62,57,5.8,5.78,3.59,2821
480,Premium,E,VS2,0.73,61.6,59,5.77,5.73,3.54,2821
481,Ideal,E,VVS1,0.53,61.9,55,5.2,5.21,3.22,2821
482,Premium,E,SI1,0.73,61.3,58,5.83,5.76,3.55,2821
483,Good,E,SI1,0.73,63.6,57,5.72,5.7,3.63,2821
484,Premium,E,SI1,0.73,59.6,61,5.92,5.85,3.51,2821
485,Premium,E,SI1,0.73,62.2,59,5.77,5.68,3.56,2821
486,Premium,D,SI1,0.73,61.7,55,5.84,5.82,3.6,2821
487,Very Good,E,SI1,0.73,63.2,58,5.76,5.7,3.62,2821
488,Premium,E,VS1,0.7,60.8,60,5.74,5.71,3.48,2822
489,Premium,E,VS2,0.72,60.3,59,5.84,5.8,3.51,2822
490,Premium,E,VS2,0.72,60.9,60,5.8,5.76,3.52,2822
491,Premium,E,VS2,0.72,62.4,59,5.77,5.7,3.58,2822
492,Premium,E,VS2,0.7,60.2,60,5.73,5.7,3.44,2822
493,Ideal,F,VVS2,0.6,62,55,5.37,5.4,3.34,2822
494,Ideal,I,VVS1,0.74,60.8,57,5.85,5.89,3.57,2822
495,Ideal,F,SI1,0.73,62.1,55,5.75,5.78,3.58,2822
496,Premium,D,SI1,0.71,62.7,60,5.71,5.67,3.57,2822
497,Premium,D,SI1,0.71,61.3,58,5.75,5.73,3.52,2822
498,Premium,D,SI1,0.7,60.2,60,5.82,5.75,3.48,2822
499,Ideal,D,SI1,0.7,60.7,56,5.75,5.72,3.48,2822
500,Good,J,VS2,0.9,64,61,6.04,6.03,3.86,2822
501,Ideal,D,SI1,0.71,60.2,56,5.86,5.83,3.52,2822
502,Premium,E,VS2,0.7,61.5,59,5.73,5.68,3.51,2822
503,Premium,E,VS2,0.7,62.6,56,5.71,5.66,3.56,2822
504,Ideal,D,SI1,0.7,59.7,58,5.82,5.77,3.46,2822
505,Good,E,SI1,0.7,61.4,64,5.71,5.66,3.49,2822
506,Ideal,D,SI1,0.7,62.5,57,5.62,5.59,3.51,2822
507,Ideal,D,SI1,0.7,61.8,56,5.73,5.63,3.51,2822
508,Premium,E,VS2,0.7,60.7,62,5.72,5.68,3.46,2822
509,Premium,F,VS2,0.7,60.6,58,5.8,5.72,3.49,2822
510,Ideal,D,SI1,0.7,61.4,54,5.75,5.71,3.52,2822
511,Very Good,D,SI2,0.79,62.8,59,5.86,5.9,3.69,2823
512,Good,I,SI1,0.9,63.8,57,6.06,6.13,3.89,2823
513,Premium,E,VS2,0.71,62.3,58,5.71,5.66,3.54,2823
514,Ideal,E,VVS2,0.61,61.3,54,5.51,5.59,3.4,2823
515,Fair,H,SI2,0.9,65.8,54,6.05,5.98,3.96,2823
516,Ideal,E,SI1,0.71,60.5,56,5.77,5.73,3.47,2823
517,Premium,D,VS2,0.71,61.2,59,5.74,5.69,3.5,2824
518,Ideal,I,VVS2,0.77,62.1,57,5.84,5.86,3.63,2824
519,Good,E,VS1,0.74,63.1,58,5.73,5.75,3.62,2824
520,Ideal,F,SI2,0.82,62.4,54,6.02,5.97,3.74,2824
521,Premium,E,SI2,0.82,60.8,60,6.05,6.03,3.67,2824
522,Premium,G,VS1,0.71,62.2,59,5.73,5.66,3.54,2825
523,Premium,H,SI1,0.83,60,59,6.08,6.05,3.64,2825
524,Very Good,G,VS1,0.73,62,57,5.75,5.8,3.58,2825
525,Premium,H,SI1,0.83,62.5,59,6.02,5.95,3.74,2825
526,Premium,J,I1,1.17,60.2,61,6.9,6.83,4.13,2825
527,Fair,H,SI2,0.91,61.3,67,6.24,6.19,3.81,2825
528,Premium,E,VS1,0.73,62.6,60,5.75,5.68,3.58,2826
529,Good,E,VS1,0.7,57.2,59,5.94,5.88,3.38,2826
530,Premium,I,SI2,0.9,62.2,59,6.11,6.07,3.79,2826
531,Premium,E,VS1,0.7,62.2,58,5.66,5.6,3.5,2826
532,Very Good,D,VS2,0.7,63.3,56,5.6,5.58,3.54,2826
533,Premium,E,VS1,0.7,59.4,61,5.78,5.74,3.42,2826
534,Very Good,I,SI2,0.9,63.5,56,6.17,6.07,3.88,2826
535,Premium,F,SI1,0.78,60.8,60,5.97,5.94,3.62,2826
536,Ideal,F,I1,0.96,60.7,55,6.41,6.37,3.88,2826
537,Very Good,D,SI1,0.7,62.3,59,5.67,5.7,3.54,2827
538,Good,D,VS2,0.72,64,54,5.68,5.7,3.64,2827
539,Premium,H,VVS2,0.79,62.6,58,5.96,5.9,3.71,2827
540,Ideal,H,VVS1,0.7,61.6,57,5.69,5.74,3.52,2827
541,Ideal,H,VVS1,0.7,62.3,55,5.66,5.7,3.54,2827
542,Ideal,D,SI2,0.7,60.6,57,5.74,5.77,3.49,2828
543,Premium,H,SI2,1.01,61.6,61,6.39,6.31,3.91,2828
544,Premium,F,VS1,0.72,62.2,58,5.75,5.7,3.56,2829
545,Good,E,SI2,0.8,63.7,54,5.91,5.87,3.75,2829
546,Ideal,E,VVS1,0.59,62,56,5.36,5.38,3.33,2829
547,Ideal,F,VS1,0.72,61.7,57,5.77,5.74,3.55,2829
548,Premium,E,SI2,0.75,61.9,57,5.88,5.82,3.62,2829
549,Premium,E,SI2,0.8,60.2,57,6.05,6.01,3.63,2829
550,Very Good,E,VS2,0.71,62.7,59,5.65,5.7,3.56,2830
551,Very Good,H,SI1,0.77,61.7,56,5.84,5.89,3.62,2830
552,Ideal,F,I1,0.97,60.7,56,6.41,6.43,3.9,2830
553,Ideal,F,VVS1,0.53,60.9,57,5.23,5.29,3.19,2830
554,Ideal,F,VVS1,0.53,61.8,57,5.16,5.19,3.2,2830
555,Ideal,I,VS2,0.8,62.1,54.4,5.94,5.99,3.7,2830
556,Premium,G,SI1,0.9,60.6,62,6.21,6.13,3.74,2830
557,Very Good,E,SI2,0.76,60.8,60,5.89,5.98,3.61,2831
558,Ideal,E,SI1,0.72,62.3,57,5.7,5.76,3.57,2831
559,Ideal,E,SI1,0.75,61.4,57,5.82,5.87,3.59,2831
560,Premium,E,SI1,0.72,62.1,58,5.73,5.76,3.57,2831
561,Ideal,G,SI1,0.79,61.8,56,5.93,5.91,3.66,2831
562,Very Good,F,VS2,0.72,62.5,58,5.71,5.75,3.58,2832
563,Very Good,I,SI2,0.91,62.8,61,6.15,6.18,3.87,2832
564,Premium,G,VVS2,0.71,62.1,57,5.75,5.65,3.54,2832
565,Premium,G,SI1,0.81,63,60,5.87,5.81,3.68,2832
566,Ideal,H,SI1,0.82,62.5,57,5.91,5.97,3.71,2832
567,Premium,F,VS1,0.71,62.2,58,5.72,5.66,3.54,2832
568,Good,J,SI1,0.9,64.3,63,6.05,6.01,3.88,2832
569,Very Good,I,VS2,0.8,62,58,5.86,5.95,3.66,2833
570,Very Good,E,IF,0.56,61,59,5.28,5.34,3.24,2833
571,Very Good,D,VS2,0.7,59.6,61,5.77,5.8,3.45,2833
572,Ideal,D,VS2,0.7,61,57,5.74,5.76,3.51,2833
573,Ideal,F,VVS2,0.61,61.7,55,5.45,5.48,3.37,2833
574,Ideal,H,SI2,0.85,62.5,57,6.02,6.07,3.78,2833
575,Ideal,F,SI1,0.7,60.7,57,5.73,5.75,3.49,2833
576,Ideal,G,VS2,0.8,62.2,56,5.94,5.87,3.67,2834
577,Ideal,H,VS2,0.8,62.8,57,5.91,5.87,3.7,2834
578,Very Good,D,VVS1,0.51,59.9,58,5.16,5.19,3.1,2834
579,Ideal,F,VVS1,0.53,61.4,57,5.2,5.23,3.2,2834
580,Ideal,I,VS2,0.78,61.8,55,5.92,5.95,3.67,2834
581,Very Good,J,SI1,0.9,63.4,54,6.17,6.14,3.9,2834
582,Fair,G,SI2,0.9,65.3,59,6.07,6,3.94,2834
583,Ideal,E,SI2,0.77,60.7,55,6.01,5.95,3.63,2834
584,Ideal,F,VS1,0.73,61.2,56,5.89,5.81,3.58,2835
585,Ideal,F,VVS2,0.63,61.9,57,5.47,5.51,3.4,2835
586,Ideal,E,VS2,0.7,61.5,54,5.7,5.75,3.52,2835
587,Ideal,E,VS2,0.72,62.8,57,5.71,5.73,3.59,2835
588,Ideal,E,SI1,0.72,61,57,5.78,5.8,3.53,2835
589,Premium,F,VS2,0.75,59.6,59,6.04,5.94,3.57,2835
590,Very Good,H,SI1,0.82,60.7,56,6.04,6.06,3.67,2836
591,Good,E,VS2,0.71,62.8,60,5.6,5.65,3.53,2836
592,Premium,E,VS1,0.7,62.6,59,5.69,5.66,3.55,2837
593,Ideal,E,VS1,0.7,61.8,56,5.74,5.69,3.53,2837
594,Ideal,F,SI1,0.71,59.8,53,5.86,5.82,3.49,2838
595,Very Good,H,SI1,0.76,60.9,55,5.92,5.94,3.61,2838
596,Fair,F,SI1,0.82,64.9,58,5.83,5.79,3.77,2838
597,Premium,F,VS1,0.72,58.8,60,5.91,5.89,3.47,2838
598,Premium,F,VS2,0.7,62.3,58,5.72,5.64,3.54,2838
599,Premium,F,VS2,0.7,61.7,58,5.69,5.63,3.49,2838
600,Premium,G,VS1,0.7,62.6,55,5.73,5.64,3.56,2838
601,Premium,F,VS2,0.7,59.4,61,5.83,5.79,3.45,2838
602,Very Good,E,SI1,0.7,63.5,59,5.53,5.49,3.5,2838
603,Premium,F,VS2,0.7,60.9,61,5.71,5.66,3.46,2838
604,Premium,F,VS2,0.7,59.5,58,5.85,5.75,3.45,2838
605,Premium,G,VS1,0.7,63,60,5.64,5.57,3.53,2838
606,Very Good,E,SI1,0.74,60,57,5.85,5.89,3.52,2839
607,Ideal,F,VS1,0.71,61.5,57,5.74,5.71,3.52,2839
608,Ideal,F,VS1,0.7,61.6,54,5.75,5.72,3.53,2839
609,Ideal,F,VS1,0.71,62.1,55,5.82,5.68,3.57,2839
610,Premium,F,VS1,0.71,59.1,61,5.84,5.81,3.44,2839
611,Premium,F,VS1,0.71,59,60,5.82,5.8,3.43,2839
612,Premium,F,VS1,0.71,60.5,58,5.75,5.72,3.47,2839
613,Ideal,F,VS1,0.7,62.4,53,5.73,5.71,3.57,2839
614,Ideal,G,VS2,0.73,61.8,54,5.8,5.82,3.59,2839
615,Ideal,E,VS2,0.7,62.1,54,5.69,5.72,3.54,2839
616,Ideal,G,VS1,0.7,61.3,57,5.71,5.74,3.51,2839
617,Premium,G,VVS2,0.71,60.3,58,5.82,5.78,3.5,2839
618,Premium,F,VS1,0.71,59.2,58,5.87,5.82,3.46,2839
619,Premium,G,VS2,0.79,59.3,62,6.09,6.01,3.59,2839
620,Premium,F,VS1,0.71,62.7,59,5.7,5.62,3.55,2839
621,Very Good,H,VS1,0.77,61,60,5.9,5.87,3.59,2840
622,Very Good,F,SI2,0.75,59.8,56,5.85,5.92,3.52,2840
623,Ideal,F,SI1,0.7,61,56,5.75,5.8,3.52,2840
624,Premium,F,VS2,0.71,59.3,56,5.88,5.82,3.47,2840
625,Ideal,D,SI2,0.92,61.9,56,6.27,6.2,3.86,2840
626,Premium,F,SI2,0.83,61.4,59,6.08,6.04,3.72,2840
627,Premium,H,VVS1,0.7,59.2,60,5.87,5.78,3.45,2840
628,Premium,F,VS2,0.73,60.3,59,5.9,5.87,3.55,2841
629,Very Good,D,VS1,0.71,63.4,55,5.69,5.61,3.58,2841
630,Very Good,D,SI1,0.73,63.9,57,5.66,5.71,3.63,2841
631,Ideal,F,SI2,0.82,61.7,53,6,6.12,3.74,2841
632,Ideal,F,SI2,0.82,62.3,56,5.96,6.02,3.73,2841
633,Very Good,F,SI2,0.82,59.7,57,6.12,6.14,3.66,2841
634,Ideal,F,VVS1,0.52,61.2,56,5.19,5.21,3.18,2841
635,Premium,F,I1,1,58.9,60,6.6,6.55,3.87,2841
636,Fair,G,SI1,0.95,66.7,56,6.16,6.03,4.06,2841
637,Ideal,D,SI1,0.73,61.4,57,5.76,5.8,3.55,2841
638,Premium,F,VS2,0.73,59.9,59,5.87,5.77,3.5,2841
639,Premium,G,VS1,0.73,61.4,58,5.82,5.77,3.56,2841
640,Ideal,I,VS1,0.8,62.6,54,5.92,5.96,3.72,2842
641,Premium,F,VS2,0.7,58.7,61,5.8,5.72,3.38,2842
642,Very Good,E,VS2,0.7,60.2,62,5.71,5.75,3.45,2843
643,Very Good,E,VS2,0.7,62.7,58,5.65,5.67,3.55,2843
644,Very Good,E,VS2,0.71,59.4,58,5.76,5.82,3.44,2843
645,Very Good,F,SI2,0.81,63.2,58,5.91,5.92,3.74,2843
646,Very Good,D,SI1,0.71,61.5,58,5.73,5.79,3.54,2843
647,Ideal,G,VVS2,0.73,61.3,57,5.81,5.84,3.57,2843
648,Very Good,F,VS1,0.73,61.8,59,5.73,5.79,3.56,2843
649,Ideal,E,VS2,0.72,62,57,5.71,5.74,3.55,2843
650,Ideal,F,SI2,0.81,62.1,57,5.91,5.95,3.68,2843
651,Ideal,G,VVS2,0.71,60.7,57,5.81,5.78,3.52,2843
652,Very Good,E,SI1,0.73,57.7,61,5.92,5.96,3.43,2844
653,Very Good,E,VS1,0.7,62,59,5.65,5.68,3.51,2844
654,Ideal,I,I1,1.01,61.5,57,6.45,6.46,3.97,2844
655,Good,I,I1,1.01,63.1,57,6.35,6.39,4.02,2844
656,Ideal,H,VS2,0.79,62.5,57,5.91,5.93,3.7,2844
657,Very Good,E,VS2,0.7,61.8,59,5.65,5.68,3.5,2845
658,Very Good,E,VS2,0.7,58.9,60,5.83,5.85,3.44,2845
659,Good,H,VS2,0.8,63.4,60,5.92,5.82,3.72,2845
660,Premium,H,SI2,1.27,59.3,61,7.12,7.05,4.2,2845
661,Ideal,D,SI1,0.79,61.5,56,5.96,5.91,3.65,2846
662,Very Good,F,VS1,0.72,60.2,59,5.79,5.84,3.5,2846
663,Ideal,H,VVS2,0.73,61.6,56,5.79,5.84,3.58,2846
664,Fair,H,SI2,1.01,65.4,59,6.3,6.26,4.11,2846
665,Good,H,I1,1.01,64.2,61,6.25,6.18,3.99,2846
666,Ideal,E,SI1,0.73,59.1,59,5.92,5.95,3.51,2846
667,Ideal,E,SI1,0.7,61.6,57,5.71,5.76,3.53,2846
668,Good,F,VS2,0.7,59.1,61,5.76,5.84,3.43,2846
669,Premium,E,SI1,0.77,62.9,59,5.84,5.79,3.66,2846
670,Premium,G,VS2,0.77,61.3,60,5.91,5.81,3.59,2846
671,Premium,G,VS1,0.77,61.4,58,5.94,5.89,3.63,2846
672,Very Good,H,SI1,0.84,61.2,57,6.1,6.12,3.74,2847
673,Ideal,E,SI1,0.72,60.3,57,5.83,5.85,3.52,2847
674,Premium,D,SI1,0.76,61.1,59,5.93,5.88,3.61,2847
675,Very Good,G,VVS2,0.7,62.9,59,5.61,5.68,3.55,2848
676,Ideal,D,VVS2,0.54,61.5,55,5.25,5.29,3.24,2848
677,Fair,D,SI2,0.75,64.6,57,5.74,5.72,3.7,2848
678,Good,E,SI1,0.79,64.1,54,5.86,5.84,3.75,2849
679,Very Good,E,VS1,0.74,63.1,58,5.75,5.73,3.62,2849
680,Very Good,E,VS2,0.7,61,60,5.74,5.77,3.51,2850
681,Ideal,F,VS2,0.7,60.8,59,5.69,5.79,3.49,2850
682,Ideal,J,SI1,0.75,61.5,56,5.83,5.87,3.6,2850
683,Very Good,H,I1,1.2,63.1,60,6.75,6.67,4.23,2850
684,Very Good,F,SI1,0.8,63.4,57,5.89,5.82,3.71,2851
685,Ideal,D,VS1,0.66,62.1,56,5.54,5.57,3.45,2851
686,Very Good,F,SI2,0.87,61,63,6.22,6.07,3.75,2851
687,Premium,H,SI1,0.86,62.7,59,6.04,5.98,3.77,2851
688,Ideal,F,SI1,0.74,61,57,5.85,5.81,3.56,2851
689,Very Good,E,IF,0.58,60.6,59,5.37,5.43,3.27,2852
690,Ideal,I,VS1,0.78,61.5,57,5.88,5.92,3.63,2852
691,Ideal,G,SI1,0.74,61.3,55,5.85,5.86,3.59,2852
692,Ideal,E,SI1,0.73,62.7,55,5.7,5.79,3.6,2852
693,Very Good,I,SI1,0.91,63.5,57,6.12,6.07,3.87,2852
694,Premium,F,VS2,0.71,62.6,58,5.67,5.7,3.56,2853
695,Good,G,VS1,0.71,63.5,55,5.64,5.66,3.59,2853
696,Ideal,D,SI2,0.79,62.8,57,5.9,5.85,3.69,2853
697,Premium,D,SI2,0.79,60,60,6.07,6.03,3.63,2853
698,Premium,E,SI1,0.71,62.7,58,5.73,5.66,3.57,2853
699,Premium,I,VS1,0.82,61.9,58,5.99,5.97,3.7,2853
700,Very Good,H,VS1,0.78,61.9,57.1,5.87,5.95,3.66,2854
701,Very Good,E,VS1,0.7,62.4,56,5.64,5.7,3.54,2854
702,Premium,H,I1,1.12,59.1,61,6.78,6.75,4,2854
703,Premium,E,VS2,0.73,62,57,5.86,5.76,3.6,2854
704,Fair,J,VS2,0.91,64.4,62,6.06,6.03,3.89,2854
705,Fair,J,VS2,0.91,65.4,60,6.04,6,3.94,2854
706,Good,J,VS2,0.91,64.2,58,6.12,6.09,3.92,2854
707,Fair,H,SI1,0.91,65.8,58,6.04,6.01,3.96,2854
708,Premium,E,VS1,0.7,58.4,59,5.91,5.83,3.43,2854
709,Premium,F,VVS2,0.68,61.7,57,5.67,5.64,3.49,2854
710,Very Good,F,VS2,0.73,62.5,57,5.7,5.75,3.58,2855
711,Good,J,SI1,1.03,63.6,57,6.38,6.29,4.03,2855
712,Premium,D,VS2,0.74,62.4,57,5.8,5.74,3.6,2855
713,Fair,E,SI2,0.98,53.3,67,6.82,6.74,3.61,2855
714,Fair,I,SI1,1.02,53,63,6.84,6.77,3.66,2856
715,Fair,G,SI2,1,67.8,61,5.96,5.9,4.02,2856
716,Ideal,H,SI2,1.02,61.6,55,6.49,6.43,3.98,2856
717,Ideal,F,VVS2,0.6,60.8,57,5.44,5.49,3.32,2856
718,Ideal,G,SI2,0.8,61.6,56,5.97,6.01,3.69,2856
719,Ideal,F,I1,0.97,60.7,56,6.43,6.41,3.9,2856
720,Fair,I,SI1,1,67.9,62,6.19,6.03,4.15,2856
721,Ideal,E,VS1,0.26,62.3,57,4.05,4.08,2.53,556
722,Ideal,E,VS1,0.26,62.1,56,4.09,4.12,2.55,556
723,Ideal,H,SI1,0.36,61.9,55,4.57,4.59,2.83,556
724,Good,G,VS2,0.34,57.5,61,4.6,4.66,2.66,556
725,Good,E,SI1,0.34,63.3,57,4.44,4.47,2.82,556
726,Good,E,SI1,0.34,63.5,55,4.44,4.47,2.83,556
727,Good,E,SI1,0.34,63.4,55,4.44,4.46,2.82,556
728,Very Good,G,VS2,0.34,59.6,62,4.54,4.56,2.71,556
729,Ideal,E,SI1,0.34,62.2,54,4.47,4.5,2.79,556
730,Good,E,VS2,0.32,64.1,54,4.34,4.37,2.79,556
731,Ideal,I,VVS1,0.31,61.6,55,4.36,4.41,2.7,557
732,Ideal,I,VVS1,0.31,61.3,56,4.36,4.38,2.68,557
733,Ideal,I,VVS1,0.31,62.3,54,4.37,4.4,2.73,557
734,Ideal,I,VVS1,0.31,62,54,4.37,4.4,2.72,557
735,Ideal,I,VVS1,0.31,62.7,53,4.33,4.35,2.72,557
736,Ideal,I,VVS1,0.31,62.2,53,4.36,4.38,2.72,557
737,Ideal,G,VS2,0.31,62.2,53.6,4.32,4.35,2.7,557
738,Ideal,H,VS1,0.31,61.6,54.8,4.35,4.37,2.69,557
739,Ideal,H,VS1,0.31,61.8,54.2,4.33,4.37,2.69,557
740,Premium,G,SI2,0.33,59.4,59,4.52,4.5,2.68,557
741,Premium,F,SI2,0.33,62.3,58,4.43,4.4,2.75,557
742,Premium,G,SI2,0.33,62.6,58,4.42,4.4,2.76,557
743,Ideal,G,SI2,0.33,61.9,56,4.45,4.41,2.74,557
744,Premium,F,SI2,0.33,63,58,4.42,4.4,2.78,557
745,Premium,J,VS1,0.33,62.8,58,4.41,4.38,2.76,557
746,Premium,J,VS1,0.33,61.5,61,4.46,4.39,2.72,557
747,Ideal,J,VS1,0.33,62.1,55,4.44,4.41,2.75,557
748,Ideal,I,SI1,0.33,63,57,4.39,4.37,2.76,557
749,Good,I,SI1,0.33,63.6,53,4.43,4.4,2.81,557
750,Premium,I,SI1,0.33,60.4,59,4.54,4.5,2.73,557
751,Fair,H,SI2,1,66.1,56,6.21,5.97,4.04,2856
752,Premium,F,SI1,0.77,60.8,59,5.92,5.86,3.58,2856
